COLUMN_1,COLUMN_2
001DEWITT WARD 1,001DEWITT 1
001DEWITT WARD 2,001DEWITT 2
001DEWITT WARD 3,001DEWITT 3
001STUTTGART WARD 1,001STUTTGART 1
001STUTTGART WARD 2,001STUTTGART 2
001STUTTGART WARD 3,001STUTTGART 3
003CROSSROADS,003CROSS ROADS
003FH CITY,003FOUNTAIN HILL CITY
003FH RURAL,003FOUNTAIN HILL RURAL
003HBG RURAL/BC/MIST,003HAMBURG RURAL/BEECH CREEK/MIST
003MONTROSE RRL/BOY/SNY/TRA,003MONTROSE RURAL/BOYDELL/SNYDER-TRAFALGAR
003MT ZION,003MT. ZION
003VOTECH,003VO - TECH
08528 - HUMNOKE CITY,085HUMNOKE CITY
08529 - INDIAN BAYOU TWP,085INDIAN BAYOU
08530 - COY CITY,085COY CITY
08531 - ISBELL TWP,085ISBELL
08532 - LAFAYETTE TWP,085LAFAYETTE
08533 - KEO CITY,085KEO CITY
08534 - LONOKE CITY W/1,085LONOKE WARD 1
08535 - LONOKE CITY W/2,085LONOKE WARD 2
08536 - LONOKE CITY W/3,085LONOKE WARD 3
08537 - LONOKE CITY W/4,085LONOKE WARD 4
08538 - LONOKE TWP,085LONOKE RURAL
08539 - MAGNESS TWP,085MAGNESS
08540 - OAK GROVE TWP,085OAK GROVE
08541 - PETTUS TWP,085PETTUS
08542 - PRAIRIE TWP,085PRAIRIE
08543 - PULASKI TWP,085PULASKI
08544 - RICHWOOD TWP,085RICHWOODS
08545 - TOTTEN TWP,085TOTTEN
08546 - WALLS TWP,085WALLS
08547 - WARD CITY W/1,085WARD 1
08548 - WARD CITY W/2,085WARD 2
08549 - WARD CITY W/3,085WARD 3
08550 - WARD TWP,085WARD TWP RURAL
08551 - WILLIAMS TWP,085WILLIAMS
08553 - LONOKE CITY W/5,085LONOKE WARD 5
08554 - LONOKE CITY W/6,085LONOKE WARD 6
08555 - LONOKE CITY W/7,085LONOKE WARD 7
08556 - LONOKE CITY W/8,085LONOKE WARD 8
089PRECINCT 0001,0891
089PRECINCT 0002,0892
089PRECINCT 0003,0893
089PRECINCT 0004,0894
089PRECINCT 0005,0895
089PRECINCT 0006,0896
089PRECINCT 0007,0897
089PRECINCT 0008,0898
089PRECINCT 0009,0899
089PRECINCT 0010,08910
089PRECINCT 0011,08911
089PRECINCT 0012,08912
089PRECINCT 0013,08913
089PRECINCT 0014,08914
089PRECINCT 0015,08915
089PRECINCT 0016,08916
089PRECINCT 0017,08917
089PRECINCT 0018,08918
089PRECINCT 0019,08919
089PRECINCT 0020,08920
089PRECINCT 0021,08921
089PRECINCT 0022,08922
089PRECINCT 0023,08923
089PRECINCT 0024,08924
089PRECINCT 0025,08925
089PRECINCT 0026,08926
089PRECINCT 0027,08927
089PRECINCT 0028,08928
089PRECINCT 0029,08929
089PRECINCT 0030,08930
091GREENWICH VLG,091GREENWICH VILLAGE
091HICKORY STREET,091HICKORY ST
091HICKORY STREET SOUTH,091HICKORY ST SOUTH
093AAMOD,
093ANC BURDETTE,093BURDETTE CITY/RURAL
093ARMOREL BAPTIST CHURCH,
093BASSETT CH,093BASSETT/SCOTT
093BIRDSONG FS,093BIRDSONG/WHITTON
093CHARLES STRONG CC,
093DELL COMMUNITY CENTER,093DELL/HALF MOON/HECTOR
093DYESS CC,093DYESS CITY/RURAL
093ETOWAH FS,093ETOWAH/LITTLE RIVER
093FIRM FOUNDTN MINISTRIES,
093GOSNELL COMM CENTER,
093GOSNELL SCHOOL,
093JOINER CH,093JOINER/MCGAVOCK
093KEISER FBC,093KEISER/MONROE 36
093LEACHVILLE LIBRARY,093LEACHVILLE/NEAL
093MANILA DEPOT,093MANILA/BIG LAKE
093MISS CO ELECTION CENTER,
093OSCEOLA MAIN ST,093OSCEOLA/MONROE 35
093TRINITY BAPTIST,
093WILSON LIBRARY,093MARIE/CARSON/WILSON/GOLDEN LAKE
095BRINKLEY/DIXON,095BRINKLEY-DIXON
095CACHE TOWNSHIP,095CACHE
095DUNCAN TOWNSHIP,095DUNCAN
095HINDMAN/PINE RIDGE/RAYMON,095HINDMAN-PINE RIDGE-RAYMOND
095JACKSN/CLBRNE/MNTGMRY/SMA,095JACKSN-CLBRNE-MNTGMRY-SMA
095KEEVIL TOWNSHIP,095KEEVIL
095RICHLAND/GREENFIELD/FARGO,095RICHLAND-GREENFIELD-FARGO
095ROC-ROE/ROE CITY,095ROC ROE/ROE CITY
097MOUNT IDA - INSIDE,097MT IDA - IN
097MOUNT IDA - OUTSIDE,097MT IDA OUT
097NORMAN - INSIDE,097NORMAN IN
097NORMAN - OUTSIDE,097NORMAN OUT
097ODEN - INSIDE,097ODEN IN
097ODEN - OUTSIDE,097ODEN OUT
099BLUFF CITY CITY & RURAL,099BLUFF CITY/RURAL
099BODCAW CITY & RURAL,099BODCAW CITY/RURAL
099EAST & WEST RURAL,099EAST/WEST RURAL
099EMMET CITY & RURAL,099EMMET CITY/RURAL
099LANEBURG,099LANEBURG/SUTTON
"099WARDS 1,2,3 & 4",099PRESCOTT WARDS 1-4
099WILLISVILLE CITY & RURAL,099WILLISVILLE CITY/RURAL
101MT. SHERMAN,101MT SHERMAN
103BEARDEN LION'S CLUB,103BEARDEN 1-3/UNION
103BUENA VISTA FIRE STATION,
103CALVARY BAPTIST CHURCH EAST CAMDEN,
103CAMDEN CUMBERLAND PRESBYTERIAN CHURCH,
103CHIDESTER SCHOOL,
103CLEVELAND AUDITORIUM,103CLEVELAND
103EARLY VOTE,
103ELLIOTT BAPTIST CHURCH,
103FAIRVIEW METHODIST CHURCH,
103FORESTRY BUILDING,
103FRENCHPORT FIRE STATION,
103HARMONY GROVE METHODIST CHURCH,
103HOLLY GROVE BAPTIST CHURCH,
103NEW STARLIGHT BAPTIST CHURCH,
103PAPER BALLOTS,
103PROVISIONAL,
103SILVER SPRINGS METHODIST CHURCH,
103ST. JAMES A.M.E. CHURCH EAGLE MILLS,
103ST. MARKS METHODIST CHURCH,
103ST. PAUL BAPTIST CHURCH,
103STANDARD UMPSTEAD FIRE STATION,
103STEPHENS LIBRARY,
103TOWNSHIP COMMUNITY CENTER,
10501-APLIN,105ALPIN
10502-CASA,105CASA
10503-CHERRY HILL,105CHERRY HILL
10504-FOURCHE,105FOURCHE LA FAVE
10505-HOUSTON,105HOUSTON
10506-KENNEY,105KENNEY
10507-LAKE,105LAKE
10508-MAUMELLE,105MAUMELLE
10509-NEW TENNESSEE,105NEW TENNESSEE
10510-PERRY,105PERRY
10511-PETIT JEAN,105PETIT JEAN
10512-RANKIN,105RANKIN
10513-ROSE CREEK,105ROSE CREEK
10514-TYLER,105TYLER
10515-UNION,105UNION
10516-UNION VALLEY,105UNION VALLEY
10517-WYE,105WYE
107PRECINCT 0001,"1071 - HWH1/L'ANGUILLE/ST FRANCIS 1,2,4"
107PRECINCT 0002,1072 - HWH WARD 4E/LAKE
107PRECINCT 0003,1073 - HWH WARD 2
107PRECINCT 0004,1074 - HWH WARD 4W
107PRECINCT 0005,1075 - HWH WARD 3
107PRECINCT 0006,1076 - HWH WARD 5
107PRECINCT 0007,1077 - HORNOR 1-7
107PRECINCT 0008,1078 - CLEBURNE 1&2
107PRECINCT 0009,"1079 - BUSH/SPRING CREEK 1-3,5"
107PRECINCT 0010,10710 - LEXA/SPRING CREEK 4
107PRECINCT 0011,10711 - MARION 1&2
107PRECINCT 0012,10712 - UPPER BIG CREEK
107PRECINCT 0013,10713 - HICKSVILLE/HICKORY RIDGE/MARVEL
107PRECINCT 0014,10714 - LOWER BIG CREEK/CYPRESS/CLEVELAND
107PRECINCT 0015,10715 - LAKEVIEW/SEARCY 1-3
107PRECINCT 0016,10716 - ELAINE 1&2/TAPPAN 1&2
107PRECINCT 0017,10717 - MOONEY
109LANGLEY/LODI,109LANGLEY-LODI
109NEWHOPE,109NEW HOPE
"111BOLIVAR,GREENFIELD,SCOTT",111BOLIVER/SCOTT
111GREENFIELD-BUFFALO LICK,111GREENFIELD - BUFFALO LICK
111OWEN-FISHER,111OWEN - FISHER
111OWEN-WALDENBURG,111OWEN - WALDENBURG
115APPLETON #1,115APPLETON-1
115APPLETON #2,115APPLETON-2
115ATKINS IN,115ATKINS 1
115CAGLESVILLE #1,115CAGLESVILLE-1
115CAGLESVILLE #2,115CAGLESVILLE-2
115CROW MOUNTAIN EAST #1,115CROW MOUNTAIN EAST-1
115CROW MOUNTAIN EAST #2,115CROW MOUNTAIN EAST-2
115CROW MOUNTAIN WEST #1,115CROW MOUNTAIN WEST-1
115CROW MOUNTAIN WEST #2,115CROW MOUNTAIN WEST-2
115DOVER IN,115DOVER-IN
115DOVER OUT,115DOVER-OUT
115HECTOR IN,115HECTOR-IN
115HECTOR OUT,115HECTOR-OUT
115LONDON IN,115LONDON-IN
115LONDON OUT,115LONDON-OUT
115MARTIN #1,115MARTIN-1
115MARTIN #2,115MARTIN-2
115MARTIN #3,115MARTIN-3
115MORELAND #1,115MORELAND-1
115MORELAND #2,115MORELAND-2
115RUSSELLVILLE 1A,115RUSSELLVILLE WARD 1-A
115RUSSELLVILLE 1B,115RUSSELLVILLE WARD 1-B
115RUSSELLVILLE 1C,115RUSSELLVILLE WARD 1-C
115RUSSELLVILLE 2A,115RUSSELLVILLE WARD 2-A
115RUSSELLVILLE 2B,115RUSSELLVILLE WARD 2-B
115RUSSELLVILLE 2C,115RUSSELLVILLE WARD 2-C
115RUSSELLVILLE 3A,115RUSSELLVILLE WARD 3-A
115RUSSELLVILLE 3B,115RUSSELLVILLE WARD 3-B
115RUSSELLVILLE 4A,115RUSSELLVILLE WARD 4-A
115RUSSELLVILLE 4B,115RUSSELLVILLE WARD 4-B
115RUSSELLVILLE 4C,115RUSSELLVILLE WARD 4-C
115RUSSELLVILLE 4D,115RUSSELLVILLE WARD 4-D
115RUSSELLVILLE 4E,115RUSSELLVILLE WARD 4-E
115RUSSELLVILLE 4F,115RUSSELLVILLE WARD 4-F
115RUSSELLVILLE 4G,115RUSSELLVILLE WARD 4-G
115RUSSELLVILLE 4H,115RUSSELLVILLE WARD 4-H
115SCOTTSVILLE #1,115SCOTTSVILLE-1
115SCOTTSVILLE #2,115SCOTTSVILLE-2
117BELCHER/TYLER,117BELCHER / TYLER
117DES ARC,117DES ARC TWP
117WATTENSAW CITY WARD 1,117WATTENSAW WARD 1
117WATTENSAW CITY WARD 2,117WATTENSAW WARD 2
117WATTENSAW CITY WARD 3,117WATTENSAW WARD 3
121WARD 1,121POCAHONTAS WARD 1
121WARD 2,121POCAHONTAS WARD 2
121WARD 3,121POCAHONTAS WARD 3
123BONAIR,123BONAIR/TUNI
123CALDWELL,123CALDWELL CITY/COUNTRY
123COLT,123COLT CITY/COUNTRY/PINE TREE
123FC WARD 1,123FORREST CITY WARD 1
123FC WARD 2,123FORREST CITY WARD 2
123FC WARD 3,123FORREST CITY WARD 3
123FC WARD 4,123FORREST CITY WARD 4
123HUGHES,123HUGHES 1-3/COUNTRY/RAWLISON
123MADISON,123MADISON CITY/COUNTRY
123PALESTINE,123PALESTINE 1-3/COUNTRY/GOODWIN
123WHEATLEY,123WHEATLEY CIY/COUNTRY
123WIDENER,123WIDENER CITY/COUNTRY/ROUND POND MOSELEY GE&GW
125PRECINCT 01,1251
125PRECINCT 02,1252
125PRECINCT 03,1253
125PRECINCT 04,1254
125PRECINCT 05,1255
125PRECINCT 06,1256
125PRECINCT 07,1257
125PRECINCT 08,1258
125PRECINCT 09,1259
125PRECINCT 10,12510
125PRECINCT 11,12511
125PRECINCT 12,12512
125PRECINCT 13,12513
125PRECINCT 14,12514
125PRECINCT 15,12515
125PRECINCT 16,12516
125PRECINCT 17,12517
125PRECINCT 18,12518
125PRECINCT 19,12519
125PRECINCT 20,12520
125PRECINCT 21,12521
125PRECINCT 22,12522
125PRECINCT 23,12523
125PRECINCT 24,12524
125PRECINCT 25,12525
125PRECINCT 26,12526
125PRECINCT 27,12527
125PRECINCT 28,12528
125PRECINCT 29,12529
125PRECINCT 30,12530
125PRECINCT 31,12531
125PRECINCT 32,12532
125PRECINCT 33,12533
125PRECINCT 34,12534
125PRECINCT 35,12535
125PRECINCT 36,12536
125PRECINCT 37,12537
125PRECINCT 38,12538
125PRECINCT 39,12539
125PRECINCT 40,12540
125PRECINCT 41,12541
125PRECINCT 42,12542
127BLACKFORK,127BLACK FORK
127HICKMAN WARD I,127HICKMAN WARD 1
127HICKMAN WARD II,127HICKMAN WARD 2
127HICKMAN WARD III,127HICKMAN WARD 3
127LEWIS WARD I,127LEWIS 1
127LEWIS WARD II,127LEWIS 2
129BEAR CREEK # 4,129BEAR CREEK 4
129BEAR CREEK # 5,129BEAR CREEK 5
129BEAR CREEK # 6,129BEAR CREEK 6
129MT PLEASANT,129MT. PLEASANT
129ST JOE,129ST. JOE
133DE QUEEN EAST,133DEQUEEN EAST
133DE QUEEN NORTH CENTRAL,133DEQUEEN NORTH CENTRAL
133DE QUEEN SOUTHWEST,133DEQUEEN SOUTHWEST
133DQ NORTHWEST,133DEQUEEN NORTHWEST
135WASHINGTON-1,
135WASHINGTON-2,
137ANGORA MOUNTAIN,137ANGORA MTN
137DODD MOUNTAIN,137DODD MTN
137FIFTY SIX,
137FOOTHILLS 1,
137FOOTHILLS 2,
137NORTHWEST,
139COUNTRY BOX #1,139EL DORADO COUNTRY BOX 1
139COUNTRY BOX #2,139EL DORADO COUNTRY BOX 2
139COUNTRY BOX #3,139EL DORADO COUNTRY BOX 3
139COUNTRY BOX #4,139EL DORADO COUNTRY BOX 4
139COUNTRY BOX #6,139EL DORADO COUNTRY BOX 6
139COUNTRY BOX #7,139EL DORADO COUNTRY BOX 7
139EARLY VOTING,
139MT. HOLLY,139MT HOLLY
139PAPER BALLOTS,
139PROVISIONAL,
139WARD #1,139EL DORADO WARD 1
139WARD #2,139EL DORADO WARD 2
139WARD #3,139EL DORADO WARD 3
139WARD #4,139EL DORADO WARD 4
143CENTER HOUSE,143CENTER H
143CENTER-2,143CENTER 2
143COVE CREEK-S,143COVE CREEK S
143ELKINS-H,143ELKINS H
143ELM SPRINGS CITY,143ELM SPRGS CTY
143ELM SPRINGS TWP,143ELM SPRINGS
143FARMINGTON-1,143FARMINGTON 1
143FARMINGTON-2,143FARMINGTON 2
143FARMINGTON-S,143FARMINGTON S
143FAY 01,143FAYETTEVILLE 01
143FAY 02,143FAYETTEVILLE 02
143FAY 03,143FAYETTEVILLE 03
143FAY 04,143FAYETTEVILLE 04
143FAY 05,143FAYETTEVILLE 05
143FAY 06,143FAYETTEVILLE 06
143FAY 07,143FAYETTEVILLE 07
143FAY 08,143FAYETTEVILLE 08
143FAY 09,143FAYETTEVILLE 09
143FAY 10,143FAYETTEVILLE 10
143FAY 11,143FAYETTEVILLE 11
143FAY 12,143FAYETTEVILLE 12
143FAY 13,143FAYETTEVILLE 13
143FAY 14,143FAYETTEVILLE 14
143FAY 15,143FAYETTEVILLE 15
143FAY 16,143FAYETTEVILLE 16
143FAY 17,143FAYETTEVILLE 17
143FAY 18,143FAYETTEVILLE 18
143FAY 19,143FAYETTEVILLE 19
143FAY 20,143FAYETTEVILLE 20
143FAY 21,143FAYETTEVILLE 21
143FAY 22,143FAYETTEVILLE 22
143FAY 23,143FAYETTEVILLE 23
143FAY 24,143FAYETTEVILLE 24
143FAY 25,143FAYETTEVILLE 25
143FAY 26,143FAYETTEVILLE 26
143FAY 27,143FAYETTEVILLE 27
143FAY 28,143FAYETTEVILLE 28
143FAY 29,143FAYETTEVILLE 29
143FAY 30,143FAYETTEVILLE 30
143FAY 31,143FAYETTEVILLE 31
143FAY 32,143FAYETTEVILLE 32
143FAY 33,143FAYETTEVILLE 33
143FAY 34,143FAYETTEVILLE 34
143FAY 35,143FAYETTEVILLE 35
143FAY 36,143FAYETTEVILLE 36
143FAY 38,143FAYETTEVILLE 38
143FAY 39,143FAYETTEVILLE 39
143FAY 40,143FAYETTEVILLE 40
143FAY 41,143FAYETTEVILLE 41
143FAY 42,143FAYETTEVILLE 42
143FAY 43,143FAYETTEVILLE 43
143FAY 44,143FAYETTEVILLE 44
143FAY 45,143FAYETTEVILLE 45
143FAY 46,143FAYETTEVILLE 46
143FAY 48,143FAYETTEVILLE 48
143GOSHEN TWP,143GOSHEN
143HARMON-S,143HARMON S
143JOHNSON CITY-S,143JOHNSON CITY S
143JOHNSON TWP,143JOHNSON
143LEES CREEK,143LEE'S CREEK
143LINCOLN,143LINCOLN CITY
143PRAIRIE GR CITY,143PGRV CTY
143PRAIRIE GR CITY-HOUSE,143PGRV CITY H
143PRAIRIE GR CITY-SENATE,143PGRV CITY S
143PRAIRIE GR TWP,143PRAIRIE GROVE
143PRAIRIE GR TWP-SENATE,143PRAIRIE GROVE S
143PRAIRIE TWP 1,143PRAIRIE 1
143PRAIRIE TWP 2,143PRAIRIE 2
143PRAIRIE TWP 3,143PRAIRIE 3
143PRAIRIE TWP 4,143PRAIRIE 4
143PRAIRIE TWP 5,143PRAIRIE 5
143RICHLAND-SENATE,143RICHLAND S
143SPG 01,143SPRINGDALE 01
143SPG 02,143SPRINGDALE 02
143SPG 03,143SPRINGDALE 03
143SPG 04,143SPRINGDALE 04
143SPG 05,143SPRINGDALE 05
143SPG 06,143SPRINGDALE 06
143SPG 07,143SPRINGDALE 07
143SPG 08,143SPRINGDALE 08
143SPG 09,143SPRINGDALE 09
143SPG 10,143SPRINGDALE 10
143SPG 11,143SPRINGDALE 11
143SPG 12,143SPRINGDALE 12
143SPG 13,143SPRINGDALE 13
143SPG 14,143SPRINGDALE 14
143SPG 15,143SPRINGDALE 15
143SPG 16,143SPRINGDALE 16
143SPG 17,143SPRINGDALE 17
143SPG 18,143SPRINGDALE 18
143SPG 19,143SPRINGDALE 19
143SPG 20,143SPRINGDALE 20
143SPG 21,143SPRINGDALE 21
143SPG 22,143SPRINGDALE 22
143SPG 23,143SPRINGDALE 23
143SPG 24,143SPRINGDALE 24
143SPG 25,143SPRINGDALE 25
143SPG 26,143SPRINGDALE 26
143SPG 27,143SPRINGDALE 27
143SPG TWP,143SPRINGDALE TWP
143TONTITOWN CITY-1,143TONTITOWN CTY 1
143TONTITOWN CITY-2,143TONTITOWN CTY 2
143TONTITOWN CITY-3,143TONTITOWN CTY 3
143TONTITOWN CITY-4,143TONTITOWN CTY 4
143TONTITOWN TWP,143TONTITOWN
143VALLEY-H,143VALLEY H
143VALLEY-S,143VALLEY S
143WEST FORK CITY-1,143WEST FORK CTY 1
143WEST FORK CITY-2,143WEST FORK CTY 2
143WEST FORK CITY-3,143WEST FORK CTY 3
143WEST FORK TWP,143WEST FORK
143WEST FORK TWP-H,143WEST FORK TWP H
143WHEELER-H,143WHEELER H
143WHITE RIVER-H,143WHITE RIVER H
143WHITE RIVER-S,143WHITE RIVER S
143WINSLOW TWP,143WINSLOW
145DOGWOOD TWP,145DOGWOOD
145GARNER TWP,145GARNER
145HIGGINSON TWP,145HIGGINSON
145KENSETT TWP,145KENSETT
145MCRAE TWP,145MCRAE
145MT. PISGAH,145MT PISGAH
145RUSSELL CITY TWP,145RUSSELL
147AUGUSTA ARMORY-01,147AUGUSTA PRECINCT 1
147AUGUSTA ARMORY-02,147AUGUSTA PRECINCT 2
147AUGUSTA ARMORY-04,147NORTH RURAL AUGUSTA PRECINCT 4
147AUGUSTA ARMORY-05,147SOUTH RURAL AUGUSTA PRECINCT 5
147AUGUSTA HOUSING AUTH-03,147AUGUSTA PRECINCT 3
147BABBS COTTON PLANT-07,147COTTON PLANT/FREEMAN PRECINCT 7
147BABBS/COTTONPLANT-08,147COTTON PLANT PRECINCT 8
147BABBS/COTTONPLANT-09,147COTTON PLANT PRECINCT 9
147FAIRGROUNDS/FAKES-20,147FAKES CHAPEL PRECINCT 20
147FAIRGROUNDS/HOWELL-12,147HOWELL PRECINCT 12
147FAIRGROUNDS/MCCRORY-15,147MCCRORY RURAL PRECINCT 15
147GREGORY CHURCH-06,147GREGORY PRECINCT 6
147HUNTER METHODIST/-11,147HUNTER PRECINCT 11
147HUNTER METHODIST/RURAL-10,147RURAL HUNTER PRECINCT 10
147MCCRORY CIVIC CENTER-17,147MCCRORY PRECINCT 17
147MCCRORY CIVIC/-18,147MCCRORY PRECINCT 18
147MORTON BAPTIST-14,147MORTON PRECINCT 14
147PATTERSON FIRE STATION-16,147PATTERSON WARD 16
147PUMPKIN BEND CHURCH-19,147PUMPKIN BEND PRECINCT 19
147WHITE HALL CHURCH-13,147HILLEMAN PRECINCT 13
149DARDANELLE OUTSIDE,149DARDANELLE OUT
149DARDANELLE WARD 3 OTHER,149DARDANELLE WARD 3
149MAGAZINE 1,149MAGAZINE WARD 1
149MAGAZINE 2,149MAGAZINE WARD 2
